0,0.020026704,0.020224821,0.02631804,0.036718,0.027056932,,,
1,0.018860843,0.020576802,0.025177178,0.035716,0.029737442,,,
2,0.019991823,0.021572342,0.024375414,0.036572,0.029668784,,,
3,0.018589381,0.020077146,0.024281517,0.036026,0.027854687,,,
4,0.018517103,0.019280313,0.024091472,0.036189,0.027059498,,,
5,0.019437999,0.021103471,0.024133627,0.036932,0.027569561,,,
6,0.019842604,0.020445759,0.024684688,0.036722,0.026997045,,,
7,0.019208781,0.019999848,0.025416849,0.035371,0.028075725,,,
8,0.018979325,0.018614002,0.025580352,0.035855,0.02732939,,,
9,0.018211339,0.019196626,0.023075272,0.035513,0.027775635,,,
10,0.018628414,0.020515883,0.023517961,0.035165,0.0267024,,,
11,0.018794353,0.020428789,0.024040793,0.035781,0.027825647,,,
12,0.018027654,0.019834854,0.023441013,0.03598,0.027939466,,,
13,0.018394404,0.019468144,0.023425911,0.036948,0.027129678,,,
14,0.019480247,0.019108002,0.022585408,0.036592,0.026722439,,,
15,0.021283291,0.020103544,0.023967642,0.035335,0.025585504,,,
16,0.021752855,0.023718988,0.026215985,0.036681,0.028776302,,,
17,0.017574376,0.021796721,0.028545746,0.0359,0.031059,,,
18,0.016581954,0.017828694,0.023275543,0.035126,0.03076359,,,
19,0.016502333,0.017572255,0.022882218,0.03676,0.028387789,,,
20,0.0168484,0.01801629,0.022317502,0.036274,0.025487732,,,
21,0.016511739,0.01810585,0.02173506,0.035928,0.026032268,,,
22,0.017007635,0.01748835,0.022525006,0.036102,0.025325461,,,
23,0.016645274,0.019133446,0.021957666,0.036305,0.027277381,,,
24,0.016925512,0.018228413,0.021790879,0.035475,0.026894593,,,
25,0.015911768,0.018137916,0.021911706,0.035131,0.025228718,,,
26,0.017277843,0.017789094,0.021055441,0.036867,0.024543234,,,
27,0.018963028,0.019202276,0.021974734,0.035771,0.02429047,,,
28,0.021243161,0.020115807,0.023640643,0.036741,0.025780024,,,
29,0.018901586,0.021459208,0.025616469,0.036557,0.027238372,,,
30,0.018562422,0.019765103,0.025099692,0.036929,0.028229164,,,
31,0.018284694,0.020047929,0.023674786,0.036921,0.028994217,,,
32,0.01904766,0.019635939,0.023572346,0.03665,0.028103297,,,
33,0.020119709,0.020535314,0.024533669,0.035814,0.027208728,,,
34,0.018418231,0.0206871,0.02537548,0.036581,0.028194309,,,
35,0.019179944,0.020462735,0.024163317,0.03596,0.027095864,,,
36,0.018795641,0.020063953,0.024378038,0.03623,0.027408963,,,
37,0.019649517,0.019336152,0.023839602,0.035717,0.027598281,,,
38,0.018315412,0.021102854,0.02460787,0.036924,0.028595303,,,
39,0.019675837,0.020820037,0.02380939,0.036532,0.028241638,,,
40,0.020084607,0.020720102,0.024820623,0.035776,0.027630005,,,
41,0.019623813,0.021289518,0.024637418,0.036769,0.028869394,,,
42,0.019041394,0.01899298,0.02476021,0.036143,0.028884476,,,
43,0.018529197,0.018832714,0.023445611,0.036831,0.028577105,,,
44,0.018982457,0.020326039,0.022982022,0.036469,0.027928022,,,
45,0.019846999,0.02073896,0.024110138,0.036568,0.027273218,,,
46,0.021021241,0.021478071,0.024470629,0.035814,0.027002254,,,
47,0.019123528,0.021781646,0.025541617,0.036927,0.028592705,,,
48,0.019510338,0.021236725,0.024236864,0.035044,0.02865927,,,
49,0.01852857,0.019292779,0.023747664,0.036196,0.028237999,,,
50,0.018984969,0.020404274,0.023919049,0.036981,0.028502727,,,
51,0.019062707,0.019931964,0.023215132,0.036283,0.028278569,,,
52,0.019972386,0.020685217,0.02357432,0.035486,0.027717381,,,
53,0.020202466,0.020658825,0.025741887,0.035195,0.027059977,,,
54,0.019147347,0.021051009,0.025266473,0.036711,0.029420181,,,
55,0.019657037,0.020668245,0.024363599,0.035671,0.029367658,,,
56,0.019571143,0.021844805,0.025573787,0.035785,0.02873833,,,
57,0.017842712,0.020964276,0.025626319,0.035248,0.029774883,,,
58,0.016774637,0.018800145,0.024305238,0.035551,0.030131264,,,
